,lemma,pos,absolute_freq_tar,freq_book3,freq_book4,freq_book5,freq_book6,absolute_freq_ref,deltapi,relative_freq_tar,relative_freq_ref,p_value_fisher
5517,Catarractes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5518,lungo,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5519,Chelidonius,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5520,opprimontum,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5521,Emodus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5522,Cambades,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5523,Pariades,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5524,Choatra,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5525,Orex,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5526,Oroandes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5527,Niphates,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5528,cragus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5529,aliulus,PROind,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5530,Caspia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5531,Parihedrus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5532,Moschicus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5533,Ceraunius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5534,Simen,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5535,Hephaestius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5536,Gaga,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5537,Corydalla,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5538,Rhodiopolis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5539,limyr,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5540,Arycandus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5541,Masicytus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5542,Myra,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5543,Aperla,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5544,habesus,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5545,Phellis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5546,Patara,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5547,Pataris,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5548,cragus,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5549,Candyba,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5550,Eunius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5551,podalia,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5552,Chomas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5553,aedesus,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5554,Cyanea,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5555,Ascandiandaus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5556,Amelas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5557,Noscopius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5558,Tlos,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5559,Telander,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5560,Oenianda,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5561,Balbura,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5562,Ccecict,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5563,Pamphylius,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5564,Caria,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5565,Pedalius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5566,Telmedius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5567,Cryas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5568,Axon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5569,Calynda,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5570,Cibyrata,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5571,Pyrnus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5572,Cressa,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5573,Loryma,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5574,Tisanus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5575,Paridon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5576,Larymna,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5577,Thymnius,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5578,Hydas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5579,Bubassus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5580,Dulopolis,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5581,Triopia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5582,Pegusa,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5583,Cibyraticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5584,Asopus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5585,Caprus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5586,reliquus,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5587,Hydrelita,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5588,Ierupolitae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5589,Synnades,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5590,Corpenus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5591,Midaei,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5592,luliensis,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5593,Celaenae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5594,Ciboton,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5595,Signia,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5596,obrimo,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5597,maeander,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5598,Marsyae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5599,Aulocrenes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5600,Dionysopolitas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5601,Euphorbeni,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5602,Acmonenses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5603,Silbianus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5604,Leucopolis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5605,Hamaxites,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5606,etene,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5607,Pitaius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5608,Eutanus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5609,Theangela,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5610,Medmassus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5611,Uranius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5612,Telmisus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5613,Ceramicus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5614,Palaemyndus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5615,Narion,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5616,termera,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5617,Bargylia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5618,praeniteo,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5619,Mylasa,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5620,Symmaethus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5621,Cranai,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5622,Morsynus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5623,Maeandropolis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5624,Cludrus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5625,Berecynthius,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5626,Euanthius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5627,Eudone,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5628,Thebaites,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5629,Thydonis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5630,Eurome,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5631,Amyzon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5632,Labraondi,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5633,Phoron,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5634,Orthronienses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5635,Alindienses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5636,Euhippinus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5637,Xystianus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5638,Hydissenses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5639,Trapapopolitas,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5640,Aphrodisienses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5641,Coscinus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5642,Harpasus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5643,Trallicon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5644,Mysias,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5645,Timolus,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5646,Tarnus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5647,Maeonis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5648,Hyde,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5649,Gygaeus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5650,Sardianus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5651,Cadienus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5652,Philadelphini,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5653,Cogamon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5654,Maeonii,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5655,Tripolitanus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5656,Antoniopolita,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5657,Apollonhieritas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5658,Mysotimolitae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5659,basilicus?,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5660,Posideus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5661,Oraculum,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5662,Branchidae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5663,Didymei,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5664,Lelegeius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5665,Anactoria,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5666,prorsus?,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5667,peruagor2,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5668,Eumeneticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5669,Hyrgaleticus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5670,illabor2,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5671,Latrus,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5672,Carice,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5673,Myuus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5674,Priene,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5675,Trogleus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5676,Gaesus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5677,Panionia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5678,Phygela,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5679,Marathesius,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5680,Thessaloches,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5681,Mandrolytia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5682,derasidus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5683,Thyatira,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5684,Pelopius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5685,Euhippia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5686,Matium,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5687,Alopes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5688,Amorges,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5689,Trachius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5690,Haemonion,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5691,Pteleus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5692,Pio,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5693,Caystrus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5694,Pegaseus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5695,Phyrites,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5696,Syrien,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5697,Callippia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5698,Selenus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5699,Halesus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5700,Notis,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5701,Cyrenaeus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5702,Mimas,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5703,mimor,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5704,Aleon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5705,Corynaeus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5706,Mimas,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5707,Parthenie,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5708,Chytrophoria,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5709,Hermesta,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5710,sal,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5711,Archaeopolis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5712,Colpe,NOMcom,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5713,Libadus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5714,Meletes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5715,termetum,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5716,Phryx,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5717,Cryon,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5718,Myrmeces,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5719,Magnetes,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5720,Caesarienses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5721,Mysomacedones,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5722,Mastaurenses,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5723,Briullitae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5724,Hypaepeni,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5725,Dioshieritae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5726,Aeolis,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5727,Posidea,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5728,Neon,CONcoo,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5729,Titanus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5730,Grynia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5731,Mysia,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5732,Canaites,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5733,Carenus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5734,Cisthene,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5735,Cilla,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5736,Cocylius,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5737,Astyr,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5738,Palaescepsis,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5739,Gergitha,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5740,Neander,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5741,Perperenus,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5742,Coryphae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5743,Grylii,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5744,politicus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5745,Orgas,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5746,Adramytteus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5747,Astron,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5748,Cormali,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5749,Crianus,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5750,Gargara,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5751,Cimmeris,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5752,Assi,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5753,Palamedium,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5754,Polymedia,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5755,Zminthius,ADJqua,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5756,Eresi,VER,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
5757,Miletopolitae,NOMpro,1,0,0,1,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
